Running with width=2048, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0196
MASTER_ADDR:MASTER_PORT=10.14.1.206:9469
----------------------------------
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] 
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:56:37,464] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_2048_lr_0.00390625/
Overriding: n_head = 32
Overriding: n_embd = 2048
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:42047 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0196.jureca]:42047 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 707.05M
number of parameters: 707.05M
number of parameters: 707.05M
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
number of parameters: 707.05M
num decayed parameter tensors: 50, with 709,099,520 parameters
num non-decayed parameter tensors: 25, with 51,200 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 11.1787, val loss 11.1779
iter_num=0: train_lossf=11.1482, dt=110.058s, mfu=0.00%, tokens_per_sec=4,466
iter_num=219: train_lossf=5.7191, dt=3.264s, mfu=54.70%, tokens_per_sec=150,596
iter_num=220: train_lossf=5.9217, dt=3.263s, mfu=54.72%, tokens_per_sec=150,627
iter_num=221: train_lossf=5.8431, dt=3.264s, mfu=54.73%, tokens_per_sec=150,580
iter_num=222: train_lossf=5.7066, dt=3.263s, mfu=54.74%, tokens_per_sec=150,626
iter_num=223: train_lossf=5.7365, dt=3.264s, mfu=54.75%, tokens_per_sec=150,587
iter_num=224: train_lossf=5.9291, dt=3.265s, mfu=54.76%, tokens_per_sec=150,532
iter_num=225: train_lossf=5.4436, dt=3.415s, mfu=54.52%, tokens_per_sec=143,934
iter_num=226: train_lossf=5.5755, dt=3.264s, mfu=54.55%, tokens_per_sec=150,597
iter_num=227: train_lossf=5.6310, dt=3.265s, mfu=54.58%, tokens_per_sec=150,555
iter_num=228: train_lossf=5.8700, dt=3.266s, mfu=54.60%, tokens_per_sec=150,515
iter_num=229: train_lossf=5.6161, dt=3.265s, mfu=54.62%, tokens_per_sec=150,550
iter_num=230: train_lossf=5.8820, dt=3.265s, mfu=54.64%, tokens_per_sec=150,546
iter_num=231: train_lossf=5.6845, dt=3.266s, mfu=54.66%, tokens_per_sec=150,476
iter_num=232: train_lossf=5.5447, dt=3.264s, mfu=54.68%, tokens_per_sec=150,610
iter_num=233: train_lossf=5.7476, dt=3.264s, mfu=54.69%, tokens_per_sec=150,586
iter_num=234: train_lossf=5.7337, dt=3.263s, mfu=54.71%, tokens_per_sec=150,611
iter_num=235: train_lossf=5.7908, dt=3.265s, mfu=54.72%, tokens_per_sec=150,522
iter_num=236: train_lossf=5.4812, dt=3.266s, mfu=54.73%, tokens_per_sec=150,514
iter_num=237: train_lossf=5.6808, dt=3.263s, mfu=54.74%, tokens_per_sec=150,622
iter_num=238: train_lossf=5.4903, dt=3.262s, mfu=54.75%, tokens_per_sec=150,671
iter_num=239: train_lossf=5.7309, dt=3.261s, mfu=54.76%, tokens_per_sec=150,724
iter_num=240: train_lossf=5.7854, dt=3.264s, mfu=54.77%, tokens_per_sec=150,594
iter_num=241: train_lossf=5.8223, dt=3.262s, mfu=54.78%, tokens_per_sec=150,698
iter_num=242: train_lossf=5.8056, dt=3.260s, mfu=54.79%, tokens_per_sec=150,769
iter_num=243: train_lossf=5.8963, dt=3.267s, mfu=54.79%, tokens_per_sec=150,447
iter_num=244: train_lossf=5.8372, dt=3.274s, mfu=54.78%, tokens_per_sec=150,108
iter_num=245: train_lossf=5.8132, dt=3.262s, mfu=54.79%, tokens_per_sec=150,699
iter_num=246: train_lossf=5.6188, dt=3.262s, mfu=54.80%, tokens_per_sec=150,680
iter_num=247: train_lossf=5.6363, dt=3.259s, mfu=54.81%, tokens_per_sec=150,821
iter_num=248: train_lossf=5.5609, dt=3.259s, mfu=54.82%, tokens_per_sec=150,829
iter_num=249: train_lossf=5.8166, dt=3.259s, mfu=54.83%, tokens_per_sec=150,827
iter_num=250: train_lossf=5.6460, dt=3.259s, mfu=54.84%, tokens_per_sec=150,807
iter_num=251: train_lossf=5.7358, dt=3.260s, mfu=54.84%, tokens_per_sec=150,760
iter_num=252: train_lossf=5.7414, dt=3.260s, mfu=54.85%, tokens_per_sec=150,753
iter_num=253: train_lossf=5.6194, dt=3.259s, mfu=54.86%, tokens_per_sec=150,813
iter_num=254: train_lossf=5.6974, dt=3.260s, mfu=54.86%, tokens_per_sec=150,760
iter_num=255: train_lossf=5.8933, dt=3.260s, mfu=54.86%, tokens_per_sec=150,755
iter_num=256: train_lossf=5.6043, dt=3.262s, mfu=54.86%, tokens_per_sec=150,703
iter_num=257: train_lossf=5.9120, dt=3.263s, mfu=54.86%, tokens_per_sec=150,642
iter_num=258: train_lossf=5.5848, dt=3.262s, mfu=54.86%, tokens_per_sec=150,698
iter_num=259: train_lossf=5.6268, dt=3.263s, mfu=54.86%, tokens_per_sec=150,627
iter_num=260: train_lossf=5.5901, dt=3.263s, mfu=54.86%, tokens_per_sec=150,645
iter_num=261: train_lossf=5.6524, dt=3.265s, mfu=54.86%, tokens_per_sec=150,552
iter_num=262: train_lossf=5.7114, dt=3.264s, mfu=54.85%, tokens_per_sec=150,583
iter_num=263: train_lossf=5.7268, dt=3.263s, mfu=54.85%, tokens_per_sec=150,621
iter_num=264: train_lossf=5.7411, dt=3.264s, mfu=54.85%, tokens_per_sec=150,571
iter_num=265: train_lossf=5.4017, dt=3.265s, mfu=54.85%, tokens_per_sec=150,554
iter_num=266: train_lossf=5.3731, dt=3.267s, mfu=54.84%, tokens_per_sec=150,444
iter_num=267: train_lossf=5.6338, dt=3.266s, mfu=54.84%, tokens_per_sec=150,499
iter_num=268: train_lossf=5.7228, dt=3.267s, mfu=54.83%, tokens_per_sec=150,458
iter_num=269: train_lossf=5.5975, dt=3.266s, mfu=54.83%, tokens_per_sec=150,490
iter_num=270: train_lossf=5.4334, dt=3.265s, mfu=54.83%, tokens_per_sec=150,526
iter_num=271: train_lossf=5.5792, dt=3.266s, mfu=54.82%, tokens_per_sec=150,476
iter_num=272: train_lossf=5.5883, dt=3.266s, mfu=54.82%, tokens_per_sec=150,492
iter_num=273: train_lossf=5.4797, dt=3.267s, mfu=54.82%, tokens_per_sec=150,435
iter_num=274: train_lossf=5.5701, dt=3.268s, mfu=54.81%, tokens_per_sec=150,383
iter_num=275: train_lossf=5.7941, dt=3.267s, mfu=54.81%, tokens_per_sec=150,441
iter_num=276: train_lossf=5.6844, dt=3.269s, mfu=54.80%, tokens_per_sec=150,356
iter_num=277: train_lossf=5.6141, dt=3.268s, mfu=54.80%, tokens_per_sec=150,384
iter_num=278: train_lossf=5.4035, dt=3.269s, mfu=54.79%, tokens_per_sec=150,364
iter_num=279: train_lossf=5.4288, dt=3.269s, mfu=54.79%, tokens_per_sec=150,349
iter_num=280: train_lossf=5.5933, dt=3.268s, mfu=54.79%, tokens_per_sec=150,418
iter_num=281: train_lossf=5.9051, dt=3.268s, mfu=54.79%, tokens_per_sec=150,423
iter_num=282: train_lossf=5.4166, dt=3.269s, mfu=54.78%, tokens_per_sec=150,368
iter_num=283: train_lossf=5.5149, dt=3.267s, mfu=54.78%, tokens_per_sec=150,451
iter_num=284: train_lossf=5.7519, dt=3.267s, mfu=54.78%, tokens_per_sec=150,466
iter_num=285: train_lossf=5.7415, dt=3.267s, mfu=54.78%, tokens_per_sec=150,464
iter_num=286: train_lossf=5.5641, dt=3.267s, mfu=54.78%, tokens_per_sec=150,455
iter_num=287: train_lossf=5.6173, dt=3.265s, mfu=54.79%, tokens_per_sec=150,527
iter_num=288: train_lossf=5.4735, dt=3.266s, mfu=54.79%, tokens_per_sec=150,494
iter_num=289: train_lossf=5.5784, dt=3.264s, mfu=54.79%, tokens_per_sec=150,565
iter_num=290: train_lossf=5.4350, dt=3.262s, mfu=54.80%, tokens_per_sec=150,664
iter_num=291: train_lossf=5.6516, dt=3.261s, mfu=54.81%, tokens_per_sec=150,705
iter_num=292: train_lossf=5.6302, dt=3.261s, mfu=54.81%, tokens_per_sec=150,739
iter_num=293: train_lossf=5.4242, dt=3.261s, mfu=54.82%, tokens_per_sec=150,721
iter_num=294: train_lossf=5.5860, dt=3.261s, mfu=54.83%, tokens_per_sec=150,734
iter_num=295: train_lossf=5.3011, dt=3.259s, mfu=54.84%, tokens_per_sec=150,801
iter_num=296: train_lossf=5.5276, dt=3.260s, mfu=54.84%, tokens_per_sec=150,788
iter_num=297: train_lossf=5.5783, dt=3.259s, mfu=54.85%, tokens_per_sec=150,828
iter_num=298: train_lossf=5.5339, dt=3.256s, mfu=54.86%, tokens_per_sec=150,969
iter_num=299: train_lossf=5.5436, dt=3.258s, mfu=54.87%, tokens_per_sec=150,876
iter_num=300: train_lossf=5.4808, dt=3.375s, mfu=54.69%, tokens_per_sec=145,617
iter_num=301: train_lossf=5.4373, dt=3.376s, mfu=54.52%, tokens_per_sec=145,571
iter_num=302: train_lossf=5.4571, dt=3.257s, mfu=54.56%, tokens_per_sec=150,893
iter_num=303: train_lossf=5.4313, dt=3.257s, mfu=54.60%, tokens_per_sec=150,898
iter_num=304: train_lossf=5.5625, dt=3.258s, mfu=54.63%, tokens_per_sec=150,853
iter_num=305: train_lossf=5.4460, dt=3.258s, mfu=54.66%, tokens_per_sec=150,849
iter_num=306: train_lossf=5.3679, dt=3.258s, mfu=54.69%, tokens_per_sec=150,870
iter_num=307: train_lossf=5.3178, dt=3.259s, mfu=54.71%, tokens_per_sec=150,796
iter_num=308: train_lossf=5.3491, dt=3.260s, mfu=54.73%, tokens_per_sec=150,782
iter_num=309: train_lossf=5.5596, dt=3.264s, mfu=54.74%, tokens_per_sec=150,567
iter_num=310: train_lossf=5.3538, dt=3.261s, mfu=54.75%, tokens_per_sec=150,742
iter_num=311: train_lossf=5.3389, dt=3.368s, mfu=54.59%, tokens_per_sec=145,930
iter_num=312: train_lossf=5.6127, dt=3.262s, mfu=54.62%, tokens_per_sec=150,698
iter_num=313: train_lossf=5.6150, dt=3.263s, mfu=54.64%, tokens_per_sec=150,644
iter_num=314: train_lossf=5.4303, dt=3.288s, mfu=54.62%, tokens_per_sec=149,497
iter_num=315: train_lossf=5.4850, dt=3.329s, mfu=54.54%, tokens_per_sec=147,632
iter_num=316: train_lossf=5.5563, dt=3.263s, mfu=54.57%, tokens_per_sec=150,619
iter_num=317: train_lossf=5.3997, dt=3.287s, mfu=54.56%, tokens_per_sec=149,512
iter_num=318: train_lossf=5.4094, dt=3.457s, mfu=54.28%, tokens_per_sec=142,181
iter_num=319: train_lossf=5.3007, dt=3.260s, mfu=54.34%, tokens_per_sec=150,763
iter_num=320: train_lossf=5.3333, dt=3.270s, mfu=54.38%, tokens_per_sec=150,304
iter_num=321: train_lossf=5.4177, dt=3.264s, mfu=54.42%, tokens_per_sec=150,584
iter_num=322: train_lossf=5.5116, dt=3.265s, mfu=54.46%, tokens_per_sec=150,527
iter_num=323: train_lossf=5.4338, dt=3.264s, mfu=54.50%, tokens_per_sec=150,572
iter_num=324: train_lossf=5.3618, dt=3.274s, mfu=54.52%, tokens_per_sec=150,136
iter_num=325: train_lossf=5.3926, dt=3.267s, mfu=54.54%, tokens_per_sec=150,468
iter_num=326: train_lossf=5.4267, dt=3.266s, mfu=54.57%, tokens_per_sec=150,500
iter_num=327: train_lossf=5.3063, dt=3.267s, mfu=54.59%, tokens_per_sec=150,442
iter_num=328: train_lossf=5.2970, dt=3.268s, mfu=54.61%, tokens_per_sec=150,388
iter_num=329: train_lossf=5.2933, dt=3.270s, mfu=54.62%, tokens_per_sec=150,329
iter_num=330: train_lossf=5.3790, dt=3.270s, mfu=54.63%, tokens_per_sec=150,299
iter_num=331: train_lossf=5.3671, dt=3.269s, mfu=54.64%, tokens_per_sec=150,354
iter_num=332: train_lossf=5.3912, dt=3.269s, mfu=54.65%, tokens_per_sec=150,369
iter_num=333: train_lossf=5.2710, dt=3.270s, mfu=54.66%, tokens_per_sec=150,321
iter_num=334: train_lossf=5.3142, dt=3.270s, mfu=54.67%, tokens_per_sec=150,328
iter_num=335: train_lossf=5.3147, dt=3.268s, mfu=54.68%, tokens_per_sec=150,388
iter_num=336: train_lossf=5.5308, dt=3.268s, mfu=54.69%, tokens_per_sec=150,419
iter_num=337: train_lossf=5.3344, dt=3.268s, mfu=54.70%, tokens_per_sec=150,402
iter_num=338: train_lossf=5.4389, dt=3.267s, mfu=54.70%, tokens_per_sec=150,433
iter_num=339: train_lossf=5.5624, dt=3.446s, mfu=54.43%, tokens_per_sec=142,633
iter_num=340: train_lossf=5.4198, dt=3.264s, mfu=54.47%, tokens_per_sec=150,574
iter_num=341: train_lossf=5.4496, dt=3.263s, mfu=54.51%, tokens_per_sec=150,654
iter_num=342: train_lossf=5.2574, dt=3.263s, mfu=54.54%, tokens_per_sec=150,642
iter_num=343: train_lossf=5.2716, dt=3.263s, mfu=54.57%, tokens_per_sec=150,625
iter_num=344: train_lossf=5.4648, dt=3.262s, mfu=54.60%, tokens_per_sec=150,702
iter_num=345: train_lossf=5.1580, dt=3.260s, mfu=54.63%, tokens_per_sec=150,762
iter_num=346: train_lossf=5.4304, dt=3.261s, mfu=54.66%, tokens_per_sec=150,715
iter_num=347: train_lossf=5.4507, dt=3.260s, mfu=54.68%, tokens_per_sec=150,763
iter_num=348: train_lossf=5.4530, dt=3.261s, mfu=54.70%, tokens_per_sec=150,743
iter_num=349: train_lossf=5.1954, dt=3.260s, mfu=54.72%, tokens_per_sec=150,783
iter_num=350: train_lossf=5.2007, dt=3.330s, mfu=54.62%, tokens_per_sec=147,592
iter_num=351: train_lossf=5.4751, dt=3.258s, mfu=54.65%, tokens_per_sec=150,863
iter_num=352: train_lossf=5.3968, dt=3.260s, mfu=54.68%, tokens_per_sec=150,792
iter_num=353: train_lossf=5.2955, dt=3.260s, mfu=54.70%, tokens_per_sec=150,779
iter_num=354: train_lossf=5.1934, dt=3.259s, mfu=54.72%, tokens_per_sec=150,811
iter_num=355: train_lossf=5.1953, dt=3.259s, mfu=54.74%, tokens_per_sec=150,801
iter_num=356: train_lossf=5.2970, dt=3.258s, mfu=54.76%, tokens_per_sec=150,879
iter_num=357: train_lossf=5.0817, dt=3.260s, mfu=54.78%, tokens_per_sec=150,759
iter_num=358: train_lossf=5.0558, dt=3.258s, mfu=54.79%, tokens_per_sec=150,850
iter_num=359: train_lossf=5.1040, dt=3.260s, mfu=54.80%, tokens_per_sec=150,758
iter_num=360: train_lossf=5.3148, dt=3.261s, mfu=54.81%, tokens_per_sec=150,747
iter_num=361: train_lossf=5.2077, dt=3.260s, mfu=54.82%, tokens_per_sec=150,762
iter_num=362: train_lossf=5.2179, dt=3.260s, mfu=54.83%, tokens_per_sec=150,751
iter_num=363: train_lossf=5.3662, dt=3.262s, mfu=54.83%, tokens_per_sec=150,692
iter_num=364: train_lossf=5.2001, dt=3.261s, mfu=54.84%, tokens_per_sec=150,745
iter_num=365: train_lossf=5.2781, dt=3.261s, mfu=54.84%, tokens_per_sec=150,725
iter_num=366: train_lossf=5.4935, dt=3.262s, mfu=54.84%, tokens_per_sec=150,666
iter_num=367: train_lossf=5.1887, dt=4.268s, mfu=53.55%, tokens_per_sec=115,171
iter_num=368: train_lossf=5.4432, dt=3.252s, mfu=53.70%, tokens_per_sec=151,145
iter_num=369: train_lossf=5.1911, dt=3.262s, mfu=53.82%, tokens_per_sec=150,671
iter_num=370: train_lossf=5.3920, dt=3.265s, mfu=53.92%, tokens_per_sec=150,537
iter_num=371: train_lossf=5.1046, dt=3.265s, mfu=54.01%, tokens_per_sec=150,542
iter_num=372: train_lossf=5.1781, dt=3.264s, mfu=54.09%, tokens_per_sec=150,607
iter_num=373: train_lossf=5.2979, dt=3.265s, mfu=54.16%, tokens_per_sec=150,525
iter_num=374: train_lossf=5.1536, dt=3.267s, mfu=54.22%, tokens_per_sec=150,457
iter_num=375: train_lossf=5.3392, dt=3.266s, mfu=54.28%, tokens_per_sec=150,516
iter_num=376: train_lossf=5.0879, dt=3.267s, mfu=54.33%, tokens_per_sec=150,454
iter_num=377: train_lossf=5.0308, dt=3.266s, mfu=54.38%, tokens_per_sec=150,512
iter_num=378: train_lossf=5.1011, dt=3.266s, mfu=54.42%, tokens_per_sec=150,504
iter_num=379: train_lossf=5.1403, dt=3.268s, mfu=54.46%, tokens_per_sec=150,390
iter_num=380: train_lossf=5.2418, dt=3.267s, mfu=54.49%, tokens_per_sec=150,470
iter_num=381: train_lossf=5.0193, dt=3.267s, mfu=54.52%, tokens_per_sec=150,467
iter_num=382: train_lossf=5.2930, dt=3.267s, mfu=54.55%, tokens_per_sec=150,433
iter_num=383: train_lossf=5.0720, dt=3.268s, mfu=54.57%, tokens_per_sec=150,400
iter_num=384: train_lossf=5.2886, dt=3.268s, mfu=54.59%, tokens_per_sec=150,403
iter_num=385: train_lossf=5.1942, dt=3.285s, mfu=54.58%, tokens_per_sec=149,606
iter_num=386: train_lossf=5.1144, dt=3.265s, mfu=54.60%, tokens_per_sec=150,519
iter_num=387: train_lossf=5.1592, dt=3.673s, mfu=54.01%, tokens_per_sec=133,823
iter_num=388: train_lossf=5.2418, dt=4.028s, mfu=53.05%, tokens_per_sec=122,029
iter_num=389: train_lossf=5.2509, dt=3.268s, mfu=53.23%, tokens_per_sec=150,396
iter_num=390: train_lossf=5.2726, dt=3.264s, mfu=53.39%, tokens_per_sec=150,587
iter_num=391: train_lossf=5.3246, dt=3.265s, mfu=53.53%, tokens_per_sec=150,560
iter_num=392: train_lossf=5.0602, dt=3.340s, mfu=53.54%, tokens_per_sec=147,156
iter_num=393: train_lossf=4.9925, dt=3.694s, mfu=53.03%, tokens_per_sec=133,070
iter_num=394: train_lossf=4.9649, dt=3.732s, mfu=52.52%, tokens_per_sec=131,706
iter_num=395: train_lossf=4.9384, dt=3.256s, mfu=52.76%, tokens_per_sec=150,951
iter_num=396: train_lossf=5.1067, dt=3.259s, mfu=52.98%, tokens_per_sec=150,809
iter_num=397: train_lossf=5.1009, dt=3.259s, mfu=53.17%, tokens_per_sec=150,816
iter_num=398: train_lossf=5.1600, dt=3.260s, mfu=53.35%, tokens_per_sec=150,788
iter_num=399: train_lossf=4.9716, dt=3.259s, mfu=53.50%, tokens_per_sec=150,799
iter_num=400: train_lossf=5.0625, dt=3.259s, mfu=53.64%, tokens_per_sec=150,813
iter_num=401: train_lossf=5.1524, dt=3.258s, mfu=53.77%, tokens_per_sec=150,846
iter_num=402: train_lossf=5.0759, dt=3.258s, mfu=53.89%, tokens_per_sec=150,873
iter_num=403: train_lossf=4.8838, dt=3.258s, mfu=53.99%, tokens_per_sec=150,858
iter_num=404: train_lossf=5.0186, dt=3.258s, mfu=54.09%, tokens_per_sec=150,879
iter_num=405: train_lossf=4.9378, dt=3.440s, mfu=53.88%, tokens_per_sec=142,880
iter_num=406: train_lossf=4.8529, dt=3.258s, mfu=53.99%, tokens_per_sec=150,872
iter_num=407: train_lossf=5.0628, dt=3.256s, mfu=54.08%, tokens_per_sec=150,942
iter_num=408: train_lossf=4.9888, dt=3.258s, mfu=54.17%, tokens_per_sec=150,874
iter_num=409: train_lossf=5.0157, dt=3.258s, mfu=54.25%, tokens_per_sec=150,861
iter_num=410: train_lossf=5.0624, dt=3.258s, mfu=54.31%, tokens_per_sec=150,864
iter_num=411: train_lossf=4.8786, dt=3.257s, mfu=54.38%, tokens_per_sec=150,919
iter_num=412: train_lossf=5.0574, dt=3.259s, mfu=54.43%, tokens_per_sec=150,817
iter_num=413: train_lossf=5.1652, dt=3.260s, mfu=54.48%, tokens_per_sec=150,779
iter_num=414: train_lossf=5.0155, dt=3.258s, mfu=54.53%, tokens_per_sec=150,864
iter_num=415: train_lossf=4.9572, dt=3.258s, mfu=54.57%, tokens_per_sec=150,854
iter_num=416: train_lossf=4.8651, dt=3.259s, mfu=54.60%, tokens_per_sec=150,799
iter_num=417: train_lossf=5.0927, dt=3.259s, mfu=54.63%, tokens_per_sec=150,811
iter_num=418: train_lossf=4.8613, dt=3.260s, mfu=54.66%, tokens_per_sec=150,768
iter_num=419: train_lossf=4.8418, dt=3.259s, mfu=54.68%, tokens_per_sec=150,811
iter_num=420: train_lossf=5.0595, dt=3.263s, mfu=54.70%, tokens_per_sec=150,633
iter_num=421: train_lossf=5.0203, dt=3.262s, mfu=54.72%, tokens_per_sec=150,688
iter_num=422: train_lossf=4.9707, dt=3.263s, mfu=54.73%, tokens_per_sec=150,642
iter_num=423: train_lossf=5.0709, dt=3.263s, mfu=54.74%, tokens_per_sec=150,615
iter_num=424: train_lossf=4.7317, dt=3.368s, mfu=54.58%, tokens_per_sec=145,928
iter_num=425: train_lossf=4.9744, dt=3.262s, mfu=54.61%, tokens_per_sec=150,679
iter_num=426: train_lossf=4.9097, dt=3.264s, mfu=54.63%, tokens_per_sec=150,596
iter_num=427: train_lossf=5.0110, dt=3.263s, mfu=54.65%, tokens_per_sec=150,616
iter_num=428: train_lossf=4.9054, dt=3.265s, mfu=54.67%, tokens_per_sec=150,564
iter_num=429: train_lossf=4.7226, dt=3.264s, mfu=54.69%, tokens_per_sec=150,583
iter_num=430: train_lossf=5.0108, dt=3.264s, mfu=54.70%, tokens_per_sec=150,609
iter_num=431: train_lossf=4.9055, dt=3.264s, mfu=54.72%, tokens_per_sec=150,597
iter_num=432: train_lossf=5.0115, dt=3.264s, mfu=54.73%, tokens_per_sec=150,603
iter_num=433: train_lossf=4.9918, dt=3.265s, mfu=54.74%, tokens_per_sec=150,542
iter_num=434: train_lossf=4.8759, dt=3.265s, mfu=54.74%, tokens_per_sec=150,541
iter_num=435: train_lossf=5.0181, dt=3.267s, mfu=54.75%, tokens_per_sec=150,449
iter_num=436: train_lossf=4.9519, dt=3.267s, mfu=54.75%, tokens_per_sec=150,472
iter_num=437: train_lossf=5.0060, dt=3.268s, mfu=54.75%, tokens_per_sec=150,395
iter_num=438: train_lossf=5.1671, dt=3.268s, mfu=54.75%, tokens_per_sec=150,401
iter_num=439: train_lossf=4.9633, dt=3.268s, mfu=54.76%, tokens_per_sec=150,391
iter_num=440: train_lossf=4.9224, dt=3.269s, mfu=54.76%, tokens_per_sec=150,380
iter_num=441: train_lossf=4.7140, dt=3.332s, mfu=54.65%, tokens_per_sec=147,517
iter_num=442: train_lossf=4.9176, dt=3.269s, mfu=54.66%, tokens_per_sec=150,372
iter_num=443: train_lossf=4.9638, dt=3.268s, mfu=54.67%, tokens_per_sec=150,402
iter_num=444: train_lossf=4.7871, dt=3.269s, mfu=54.68%, tokens_per_sec=150,373
iter_num=445: train_lossf=4.7943, dt=3.416s, mfu=54.45%, tokens_per_sec=143,902
iter_num=446: train_lossf=5.0035, dt=3.265s, mfu=54.49%, tokens_per_sec=150,549
iter_num=447: train_lossf=4.9705, dt=3.267s, mfu=54.52%, tokens_per_sec=150,456
iter_num=448: train_lossf=4.6983, dt=3.267s, mfu=54.55%, tokens_per_sec=150,465
iter_num=449: train_lossf=4.9973, dt=3.266s, mfu=54.57%, tokens_per_sec=150,478
iter_num=450: train_lossf=4.9850, dt=3.266s, mfu=54.59%, tokens_per_sec=150,519
iter_num=451: train_lossf=4.9020, dt=3.389s, mfu=54.42%, tokens_per_sec=145,044
iter_num=452: train_lossf=4.8891, dt=3.266s, mfu=54.45%, tokens_per_sec=150,506
iter_num=453: train_lossf=4.9403, dt=3.265s, mfu=54.49%, tokens_per_sec=150,554
iter_num=454: train_lossf=4.8091, dt=3.263s, mfu=54.53%, tokens_per_sec=150,636
iter_num=455: train_lossf=4.7588, dt=3.263s, mfu=54.56%, tokens_per_sec=150,613
iter_num=456: train_lossf=4.9977, dt=3.263s, mfu=54.59%, tokens_per_sec=150,613
iter_num=457: train_lossf=4.8030, dt=3.260s, mfu=54.62%, tokens_per_sec=150,755
iter_num=458: train_lossf=4.8861, dt=3.263s, mfu=54.64%, tokens_per_sec=150,651
iter_num=459: train_lossf=4.9310, dt=3.262s, mfu=54.66%, tokens_per_sec=150,696
iter_num=460: train_lossf=4.9831, dt=3.263s, mfu=54.68%, tokens_per_sec=150,652
iter_num=461: train_lossf=4.7358, dt=3.261s, mfu=54.70%, tokens_per_sec=150,709
iter_num=462: train_lossf=4.8878, dt=3.262s, mfu=54.72%, tokens_per_sec=150,685
iter_num=463: train_lossf=4.9524, dt=3.264s, mfu=54.73%, tokens_per_sec=150,611
iter_num=464: train_lossf=4.7268, dt=3.261s, mfu=54.75%, tokens_per_sec=150,721
iter_num=465: train_lossf=4.7538, dt=3.262s, mfu=54.76%, tokens_per_sec=150,663
iter_num=466: train_lossf=4.9083, dt=3.262s, mfu=54.77%, tokens_per_sec=150,696
iter_num=467: train_lossf=4.7470, dt=3.262s, mfu=54.78%, tokens_per_sec=150,701
iter_num=468: train_lossf=4.7569, dt=3.263s, mfu=54.79%, tokens_per_sec=150,652
iter_num=469: train_lossf=5.0436, dt=3.459s, mfu=54.48%, tokens_per_sec=142,104
iter_num=470: train_lossf=4.7422, dt=3.260s, mfu=54.52%, tokens_per_sec=150,752
iter_num=471: train_lossf=4.7889, dt=3.261s, mfu=54.56%, tokens_per_sec=150,739
iter_num=472: train_lossf=4.7549, dt=3.264s, mfu=54.59%, tokens_per_sec=150,603
iter_num=473: train_lossf=4.9452, dt=3.263s, mfu=54.62%, tokens_per_sec=150,653
