Running with width=1024, lr=0.00390625
----------------------------------
SLURM_JOB_NODELIST: jrc0332
MASTER_ADDR:MASTER_PORT=10.14.3.22:9469
----------------------------------
[2024-12-10 18:52:32,828] torch.distributed.run: [WARNING] master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] 
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] *****************************************
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
[2024-12-10 18:52:32,829] torch.distributed.run: [WARNING] *****************************************
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:9469 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332i.jureca]:9469 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
Overriding: out_dir = out/width_1024_lr_0.00390625/
Overriding: n_head = 16
Overriding: n_embd = 1024
Overriding: learning_rate = 0.00390625
[W socket.cpp:436] [c10d] The server socket cannot be initialized on [::]:37621 (errno: 97 - Address family not supported by protocol).
[W socket.cpp:663] [c10d] The client socket cannot be initialized to connect to [jrc0332.jureca]:37621 (errno: 97 - Address family not supported by protocol).
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
tokens per iteration will be: 491,520
tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 202.53M
number of parameters: 202.53M
number of parameters: 202.53M
number of parameters: 202.53M
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
num decayed parameter tensors: 50, with 203,554,816 parameters
num non-decayed parameter tensors: 25, with 25,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 0: train loss 10.9897, val loss 10.9901
iter_num=0: train_lossf=10.9685, dt=93.654s, mfu=0.00%, tokens_per_sec=5,248
iter_num=219: train_lossf=5.8906, dt=1.185s, mfu=44.53%, tokens_per_sec=414,780
iter_num=220: train_lossf=5.9419, dt=1.186s, mfu=44.61%, tokens_per_sec=414,563
iter_num=221: train_lossf=5.7794, dt=1.185s, mfu=44.69%, tokens_per_sec=414,697
iter_num=222: train_lossf=5.7259, dt=1.185s, mfu=44.76%, tokens_per_sec=414,661
iter_num=223: train_lossf=5.9821, dt=1.185s, mfu=44.83%, tokens_per_sec=414,711
iter_num=224: train_lossf=5.8005, dt=1.185s, mfu=44.88%, tokens_per_sec=414,630
iter_num=225: train_lossf=5.9287, dt=1.187s, mfu=44.93%, tokens_per_sec=414,138
iter_num=226: train_lossf=5.8433, dt=1.185s, mfu=44.97%, tokens_per_sec=414,615
iter_num=227: train_lossf=5.7824, dt=1.186s, mfu=45.01%, tokens_per_sec=414,601
iter_num=228: train_lossf=5.8246, dt=1.186s, mfu=45.05%, tokens_per_sec=414,547
iter_num=229: train_lossf=5.8484, dt=1.186s, mfu=45.08%, tokens_per_sec=414,437
iter_num=230: train_lossf=5.7984, dt=1.186s, mfu=45.11%, tokens_per_sec=414,545
iter_num=231: train_lossf=5.5993, dt=1.262s, mfu=44.87%, tokens_per_sec=389,553
iter_num=232: train_lossf=5.6534, dt=1.186s, mfu=44.92%, tokens_per_sec=414,524
iter_num=233: train_lossf=5.7564, dt=1.186s, mfu=44.96%, tokens_per_sec=414,591
iter_num=234: train_lossf=6.0942, dt=1.186s, mfu=45.00%, tokens_per_sec=414,447
iter_num=235: train_lossf=5.7071, dt=1.186s, mfu=45.04%, tokens_per_sec=414,320
iter_num=236: train_lossf=5.8453, dt=1.237s, mfu=44.89%, tokens_per_sec=397,356
iter_num=237: train_lossf=5.8285, dt=1.515s, mfu=43.95%, tokens_per_sec=324,454
iter_num=238: train_lossf=5.9602, dt=1.185s, mfu=44.09%, tokens_per_sec=414,640
iter_num=239: train_lossf=5.7736, dt=1.382s, mfu=43.58%, tokens_per_sec=355,592
iter_num=240: train_lossf=5.8292, dt=1.186s, mfu=43.75%, tokens_per_sec=414,375
iter_num=241: train_lossf=5.9719, dt=1.186s, mfu=43.92%, tokens_per_sec=414,410
iter_num=242: train_lossf=5.6366, dt=1.187s, mfu=44.06%, tokens_per_sec=414,136
iter_num=243: train_lossf=5.7570, dt=1.189s, mfu=44.18%, tokens_per_sec=413,518
iter_num=244: train_lossf=5.7487, dt=1.191s, mfu=44.28%, tokens_per_sec=412,867
iter_num=245: train_lossf=5.9113, dt=1.201s, mfu=44.33%, tokens_per_sec=409,393
iter_num=246: train_lossf=6.0312, dt=1.187s, mfu=44.43%, tokens_per_sec=414,054
iter_num=247: train_lossf=5.7164, dt=1.187s, mfu=44.52%, tokens_per_sec=414,109
iter_num=248: train_lossf=5.6559, dt=1.187s, mfu=44.60%, tokens_per_sec=414,177
iter_num=249: train_lossf=5.6308, dt=1.187s, mfu=44.68%, tokens_per_sec=414,032
iter_num=250: train_lossf=6.0750, dt=1.187s, mfu=44.74%, tokens_per_sec=413,921
iter_num=251: train_lossf=5.8767, dt=1.187s, mfu=44.80%, tokens_per_sec=414,087
iter_num=252: train_lossf=5.9109, dt=1.188s, mfu=44.85%, tokens_per_sec=413,781
iter_num=253: train_lossf=5.8370, dt=1.197s, mfu=44.86%, tokens_per_sec=410,718
iter_num=254: train_lossf=5.8459, dt=1.187s, mfu=44.91%, tokens_per_sec=414,037
iter_num=255: train_lossf=5.7741, dt=1.187s, mfu=44.95%, tokens_per_sec=413,934
iter_num=256: train_lossf=5.7913, dt=1.188s, mfu=44.98%, tokens_per_sec=413,907
iter_num=257: train_lossf=5.7439, dt=1.187s, mfu=45.02%, tokens_per_sec=414,024
iter_num=258: train_lossf=5.8230, dt=1.188s, mfu=45.05%, tokens_per_sec=413,909
iter_num=259: train_lossf=5.9873, dt=1.188s, mfu=45.07%, tokens_per_sec=413,823
iter_num=260: train_lossf=5.7760, dt=1.188s, mfu=45.09%, tokens_per_sec=413,695
iter_num=261: train_lossf=5.8323, dt=1.188s, mfu=45.11%, tokens_per_sec=413,764
iter_num=262: train_lossf=5.6108, dt=1.190s, mfu=45.12%, tokens_per_sec=412,930
iter_num=263: train_lossf=5.8709, dt=1.187s, mfu=45.14%, tokens_per_sec=413,917
iter_num=264: train_lossf=5.7247, dt=1.189s, mfu=45.15%, tokens_per_sec=413,401
iter_num=265: train_lossf=5.8444, dt=1.189s, mfu=45.16%, tokens_per_sec=413,252
iter_num=266: train_lossf=5.7609, dt=1.188s, mfu=45.18%, tokens_per_sec=413,839
iter_num=267: train_lossf=5.8258, dt=1.193s, mfu=45.17%, tokens_per_sec=412,099
iter_num=268: train_lossf=5.6072, dt=1.191s, mfu=45.17%, tokens_per_sec=412,851
iter_num=269: train_lossf=5.8349, dt=1.194s, mfu=45.16%, tokens_per_sec=411,691
iter_num=270: train_lossf=5.7128, dt=1.188s, mfu=45.18%, tokens_per_sec=413,800
iter_num=271: train_lossf=6.0010, dt=1.189s, mfu=45.18%, tokens_per_sec=413,487
iter_num=272: train_lossf=5.7713, dt=1.188s, mfu=45.20%, tokens_per_sec=413,788
iter_num=273: train_lossf=5.8990, dt=1.188s, mfu=45.21%, tokens_per_sec=413,835
iter_num=274: train_lossf=5.7029, dt=1.189s, mfu=45.21%, tokens_per_sec=413,476
iter_num=275: train_lossf=5.7532, dt=1.188s, mfu=45.22%, tokens_per_sec=413,676
iter_num=276: train_lossf=5.5619, dt=1.187s, mfu=45.23%, tokens_per_sec=413,941
iter_num=277: train_lossf=5.5812, dt=1.224s, mfu=45.10%, tokens_per_sec=401,598
iter_num=278: train_lossf=5.7636, dt=1.188s, mfu=45.12%, tokens_per_sec=413,672
iter_num=279: train_lossf=5.5370, dt=1.188s, mfu=45.14%, tokens_per_sec=413,729
iter_num=280: train_lossf=5.5156, dt=1.228s, mfu=45.00%, tokens_per_sec=400,129
iter_num=281: train_lossf=5.7354, dt=1.232s, mfu=44.87%, tokens_per_sec=399,005
iter_num=282: train_lossf=5.6494, dt=1.188s, mfu=44.91%, tokens_per_sec=413,699
iter_num=283: train_lossf=5.7489, dt=1.189s, mfu=44.95%, tokens_per_sec=413,539
iter_num=284: train_lossf=5.5721, dt=1.198s, mfu=44.94%, tokens_per_sec=410,227
iter_num=285: train_lossf=5.6027, dt=1.377s, mfu=44.36%, tokens_per_sec=356,840
iter_num=286: train_lossf=5.6513, dt=1.188s, mfu=44.45%, tokens_per_sec=413,896
iter_num=287: train_lossf=5.6635, dt=1.188s, mfu=44.54%, tokens_per_sec=413,864
iter_num=288: train_lossf=5.5251, dt=1.189s, mfu=44.61%, tokens_per_sec=413,547
iter_num=289: train_lossf=5.8571, dt=1.237s, mfu=44.50%, tokens_per_sec=397,256
iter_num=290: train_lossf=5.6502, dt=1.188s, mfu=44.58%, tokens_per_sec=413,702
iter_num=291: train_lossf=5.6319, dt=1.189s, mfu=44.64%, tokens_per_sec=413,312
iter_num=292: train_lossf=5.8246, dt=1.189s, mfu=44.71%, tokens_per_sec=413,547
iter_num=293: train_lossf=5.6215, dt=1.187s, mfu=44.77%, tokens_per_sec=414,013
iter_num=294: train_lossf=5.3343, dt=1.230s, mfu=44.67%, tokens_per_sec=399,570
iter_num=295: train_lossf=5.5069, dt=1.362s, mfu=44.15%, tokens_per_sec=360,775
iter_num=296: train_lossf=5.6847, dt=1.188s, mfu=44.26%, tokens_per_sec=413,613
iter_num=297: train_lossf=5.5017, dt=1.188s, mfu=44.37%, tokens_per_sec=413,803
iter_num=298: train_lossf=5.5091, dt=1.202s, mfu=44.40%, tokens_per_sec=408,809
iter_num=299: train_lossf=5.6321, dt=1.189s, mfu=44.49%, tokens_per_sec=413,401
iter_num=300: train_lossf=5.6337, dt=1.360s, mfu=44.00%, tokens_per_sec=361,497
iter_num=301: train_lossf=5.6460, dt=1.188s, mfu=44.13%, tokens_per_sec=413,850
iter_num=302: train_lossf=5.5292, dt=1.190s, mfu=44.24%, tokens_per_sec=413,092
iter_num=303: train_lossf=5.5345, dt=1.187s, mfu=44.35%, tokens_per_sec=414,103
iter_num=304: train_lossf=5.7285, dt=1.187s, mfu=44.44%, tokens_per_sec=413,940
iter_num=305: train_lossf=5.5873, dt=1.188s, mfu=44.53%, tokens_per_sec=413,679
iter_num=306: train_lossf=5.7100, dt=1.222s, mfu=44.48%, tokens_per_sec=402,365
iter_num=307: train_lossf=5.4713, dt=1.206s, mfu=44.49%, tokens_per_sec=407,573
iter_num=308: train_lossf=5.5457, dt=1.187s, mfu=44.58%, tokens_per_sec=414,143
iter_num=309: train_lossf=5.5341, dt=1.189s, mfu=44.64%, tokens_per_sec=413,348
iter_num=310: train_lossf=5.5807, dt=1.187s, mfu=44.71%, tokens_per_sec=414,012
iter_num=311: train_lossf=5.6855, dt=1.187s, mfu=44.78%, tokens_per_sec=414,218
iter_num=312: train_lossf=5.5240, dt=1.187s, mfu=44.83%, tokens_per_sec=413,972
iter_num=313: train_lossf=5.6522, dt=1.234s, mfu=44.71%, tokens_per_sec=398,185
iter_num=314: train_lossf=5.8157, dt=1.188s, mfu=44.76%, tokens_per_sec=413,769
iter_num=315: train_lossf=5.5961, dt=1.188s, mfu=44.82%, tokens_per_sec=413,728
iter_num=316: train_lossf=5.6357, dt=1.187s, mfu=44.87%, tokens_per_sec=414,068
iter_num=317: train_lossf=5.6853, dt=1.221s, mfu=44.79%, tokens_per_sec=402,418
iter_num=318: train_lossf=5.6084, dt=1.234s, mfu=44.67%, tokens_per_sec=398,272
iter_num=319: train_lossf=5.4153, dt=1.241s, mfu=44.54%, tokens_per_sec=395,914
iter_num=320: train_lossf=5.5300, dt=1.186s, mfu=44.62%, tokens_per_sec=414,275
iter_num=321: train_lossf=5.5843, dt=1.187s, mfu=44.69%, tokens_per_sec=414,169
iter_num=322: train_lossf=5.5274, dt=1.195s, mfu=44.72%, tokens_per_sec=411,270
iter_num=323: train_lossf=5.3260, dt=1.187s, mfu=44.78%, tokens_per_sec=414,183
iter_num=324: train_lossf=5.6557, dt=1.187s, mfu=44.84%, tokens_per_sec=414,212
iter_num=325: train_lossf=5.4933, dt=1.187s, mfu=44.89%, tokens_per_sec=414,188
iter_num=326: train_lossf=5.4245, dt=1.187s, mfu=44.93%, tokens_per_sec=414,134
iter_num=327: train_lossf=5.4547, dt=1.187s, mfu=44.98%, tokens_per_sec=414,238
iter_num=328: train_lossf=5.4297, dt=1.221s, mfu=44.89%, tokens_per_sec=402,687
iter_num=329: train_lossf=5.3154, dt=1.186s, mfu=44.94%, tokens_per_sec=414,523
iter_num=330: train_lossf=5.5073, dt=1.227s, mfu=44.83%, tokens_per_sec=400,542
iter_num=331: train_lossf=5.4972, dt=1.227s, mfu=44.73%, tokens_per_sec=400,732
iter_num=332: train_lossf=5.6194, dt=1.186s, mfu=44.79%, tokens_per_sec=414,415
iter_num=333: train_lossf=5.4115, dt=1.186s, mfu=44.85%, tokens_per_sec=414,401
iter_num=334: train_lossf=5.5740, dt=1.186s, mfu=44.90%, tokens_per_sec=414,266
iter_num=335: train_lossf=5.4555, dt=1.187s, mfu=44.94%, tokens_per_sec=414,153
iter_num=336: train_lossf=5.4657, dt=1.186s, mfu=44.99%, tokens_per_sec=414,374
iter_num=337: train_lossf=5.5049, dt=1.186s, mfu=45.02%, tokens_per_sec=414,394
iter_num=338: train_lossf=5.4214, dt=1.186s, mfu=45.06%, tokens_per_sec=414,394
iter_num=339: train_lossf=5.4331, dt=1.188s, mfu=45.08%, tokens_per_sec=413,880
iter_num=340: train_lossf=5.5358, dt=1.186s, mfu=45.11%, tokens_per_sec=414,340
iter_num=341: train_lossf=5.4399, dt=1.187s, mfu=45.13%, tokens_per_sec=414,240
iter_num=342: train_lossf=5.5286, dt=1.186s, mfu=45.16%, tokens_per_sec=414,385
iter_num=343: train_lossf=5.5909, dt=1.186s, mfu=45.18%, tokens_per_sec=414,445
iter_num=344: train_lossf=5.3906, dt=1.186s, mfu=45.20%, tokens_per_sec=414,492
iter_num=345: train_lossf=5.3204, dt=1.220s, mfu=45.09%, tokens_per_sec=402,817
iter_num=346: train_lossf=5.6161, dt=1.186s, mfu=45.12%, tokens_per_sec=414,426
iter_num=347: train_lossf=5.5007, dt=1.186s, mfu=45.14%, tokens_per_sec=414,467
iter_num=348: train_lossf=5.5518, dt=1.186s, mfu=45.16%, tokens_per_sec=414,513
iter_num=349: train_lossf=5.3755, dt=1.218s, mfu=45.07%, tokens_per_sec=403,463
iter_num=350: train_lossf=5.2899, dt=1.188s, mfu=45.09%, tokens_per_sec=413,712
iter_num=351: train_lossf=5.4138, dt=1.208s, mfu=45.03%, tokens_per_sec=406,896
iter_num=352: train_lossf=5.4452, dt=1.186s, mfu=45.07%, tokens_per_sec=414,592
iter_num=353: train_lossf=5.5592, dt=1.195s, mfu=45.06%, tokens_per_sec=411,338
iter_num=354: train_lossf=5.4762, dt=1.213s, mfu=45.00%, tokens_per_sec=405,374
iter_num=355: train_lossf=5.4440, dt=1.189s, mfu=45.02%, tokens_per_sec=413,234
iter_num=356: train_lossf=5.2929, dt=1.194s, mfu=45.02%, tokens_per_sec=411,689
iter_num=357: train_lossf=5.4059, dt=1.187s, mfu=45.06%, tokens_per_sec=414,245
iter_num=358: train_lossf=5.3529, dt=1.230s, mfu=44.92%, tokens_per_sec=399,533
iter_num=359: train_lossf=5.3616, dt=1.225s, mfu=44.83%, tokens_per_sec=401,304
iter_num=360: train_lossf=5.1964, dt=1.207s, mfu=44.80%, tokens_per_sec=407,096
iter_num=361: train_lossf=5.2888, dt=1.193s, mfu=44.83%, tokens_per_sec=412,170
iter_num=362: train_lossf=5.5110, dt=1.192s, mfu=44.86%, tokens_per_sec=412,220
iter_num=363: train_lossf=5.3074, dt=1.223s, mfu=44.77%, tokens_per_sec=401,880
iter_num=364: train_lossf=5.2894, dt=1.246s, mfu=44.61%, tokens_per_sec=394,357
iter_num=365: train_lossf=5.4141, dt=1.203s, mfu=44.62%, tokens_per_sec=408,554
iter_num=366: train_lossf=5.3889, dt=1.187s, mfu=44.70%, tokens_per_sec=414,210
iter_num=367: train_lossf=5.3502, dt=1.190s, mfu=44.75%, tokens_per_sec=413,096
iter_num=368: train_lossf=5.4150, dt=1.187s, mfu=44.81%, tokens_per_sec=414,194
iter_num=369: train_lossf=5.3756, dt=1.201s, mfu=44.81%, tokens_per_sec=409,226
iter_num=370: train_lossf=5.3499, dt=1.186s, mfu=44.86%, tokens_per_sec=414,344
iter_num=371: train_lossf=5.3299, dt=1.227s, mfu=44.76%, tokens_per_sec=400,720
iter_num=372: train_lossf=5.2564, dt=1.190s, mfu=44.81%, tokens_per_sec=413,065
iter_num=373: train_lossf=5.4256, dt=1.193s, mfu=44.84%, tokens_per_sec=412,031
iter_num=374: train_lossf=5.4206, dt=1.187s, mfu=44.89%, tokens_per_sec=414,116
iter_num=375: train_lossf=5.3874, dt=1.410s, mfu=44.22%, tokens_per_sec=348,713
iter_num=376: train_lossf=5.4381, dt=1.231s, mfu=44.17%, tokens_per_sec=399,375
iter_num=377: train_lossf=5.1097, dt=1.187s, mfu=44.28%, tokens_per_sec=414,255
iter_num=378: train_lossf=5.3291, dt=1.230s, mfu=44.23%, tokens_per_sec=399,633
iter_num=379: train_lossf=5.1247, dt=1.187s, mfu=44.34%, tokens_per_sec=414,220
iter_num=380: train_lossf=5.7150, dt=1.197s, mfu=44.40%, tokens_per_sec=410,574
iter_num=381: train_lossf=5.3485, dt=1.187s, mfu=44.50%, tokens_per_sec=414,071
iter_num=382: train_lossf=5.2981, dt=1.187s, mfu=44.58%, tokens_per_sec=413,985
iter_num=383: train_lossf=5.4130, dt=1.187s, mfu=44.65%, tokens_per_sec=413,995
iter_num=384: train_lossf=5.2753, dt=1.207s, mfu=44.64%, tokens_per_sec=407,134
iter_num=385: train_lossf=5.5393, dt=1.189s, mfu=44.70%, tokens_per_sec=413,333
iter_num=386: train_lossf=5.2769, dt=1.231s, mfu=44.60%, tokens_per_sec=399,284
iter_num=387: train_lossf=5.3903, dt=1.193s, mfu=44.65%, tokens_per_sec=411,956
iter_num=388: train_lossf=5.2810, dt=1.187s, mfu=44.72%, tokens_per_sec=414,170
iter_num=389: train_lossf=5.2666, dt=1.190s, mfu=44.77%, tokens_per_sec=413,086
iter_num=390: train_lossf=5.4336, dt=1.220s, mfu=44.70%, tokens_per_sec=402,850
iter_num=391: train_lossf=5.5177, dt=1.193s, mfu=44.74%, tokens_per_sec=411,910
iter_num=392: train_lossf=5.2092, dt=1.188s, mfu=44.80%, tokens_per_sec=413,904
iter_num=393: train_lossf=5.2950, dt=1.187s, mfu=44.85%, tokens_per_sec=413,930
iter_num=394: train_lossf=5.2732, dt=1.188s, mfu=44.90%, tokens_per_sec=413,779
iter_num=395: train_lossf=5.1884, dt=1.188s, mfu=44.94%, tokens_per_sec=413,853
iter_num=396: train_lossf=5.3728, dt=1.187s, mfu=44.97%, tokens_per_sec=413,956
iter_num=397: train_lossf=5.1828, dt=1.187s, mfu=45.01%, tokens_per_sec=413,979
iter_num=398: train_lossf=5.3341, dt=1.226s, mfu=44.90%, tokens_per_sec=400,883
iter_num=399: train_lossf=5.3321, dt=1.187s, mfu=44.94%, tokens_per_sec=414,019
iter_num=400: train_lossf=5.4491, dt=1.188s, mfu=44.98%, tokens_per_sec=413,846
iter_num=401: train_lossf=5.2612, dt=1.189s, mfu=45.00%, tokens_per_sec=413,375
iter_num=402: train_lossf=5.1485, dt=1.189s, mfu=45.03%, tokens_per_sec=413,387
iter_num=403: train_lossf=5.1617, dt=1.192s, mfu=45.04%, tokens_per_sec=412,472
iter_num=404: train_lossf=5.1649, dt=1.188s, mfu=45.07%, tokens_per_sec=413,673
iter_num=405: train_lossf=5.2163, dt=1.229s, mfu=44.94%, tokens_per_sec=399,925
iter_num=406: train_lossf=5.2817, dt=1.187s, mfu=44.98%, tokens_per_sec=414,107
iter_num=407: train_lossf=5.2450, dt=1.188s, mfu=45.01%, tokens_per_sec=413,891
iter_num=408: train_lossf=5.2232, dt=1.216s, mfu=44.93%, tokens_per_sec=404,165
iter_num=409: train_lossf=5.3394, dt=1.188s, mfu=44.97%, tokens_per_sec=413,625
iter_num=410: train_lossf=5.1115, dt=1.188s, mfu=45.00%, tokens_per_sec=413,741
iter_num=411: train_lossf=5.4389, dt=1.198s, mfu=44.99%, tokens_per_sec=410,436
iter_num=412: train_lossf=5.1194, dt=1.194s, mfu=45.00%, tokens_per_sec=411,722
iter_num=413: train_lossf=5.1303, dt=1.188s, mfu=45.03%, tokens_per_sec=413,721
iter_num=414: train_lossf=5.3123, dt=1.292s, mfu=44.69%, tokens_per_sec=380,500
iter_num=415: train_lossf=5.2776, dt=1.189s, mfu=44.75%, tokens_per_sec=413,536
iter_num=416: train_lossf=5.2410, dt=1.188s, mfu=44.80%, tokens_per_sec=413,673
iter_num=417: train_lossf=5.1418, dt=1.214s, mfu=44.75%, tokens_per_sec=404,808
iter_num=418: train_lossf=5.1491, dt=1.188s, mfu=44.81%, tokens_per_sec=413,764
iter_num=419: train_lossf=5.1886, dt=1.189s, mfu=44.85%, tokens_per_sec=413,557
iter_num=420: train_lossf=5.2189, dt=1.188s, mfu=44.90%, tokens_per_sec=413,589
iter_num=421: train_lossf=5.2151, dt=1.188s, mfu=44.93%, tokens_per_sec=413,596
iter_num=422: train_lossf=5.1200, dt=1.188s, mfu=44.97%, tokens_per_sec=413,636
iter_num=423: train_lossf=5.1382, dt=1.188s, mfu=45.00%, tokens_per_sec=413,681
iter_num=424: train_lossf=5.1134, dt=1.189s, mfu=45.03%, tokens_per_sec=413,498
iter_num=425: train_lossf=5.1588, dt=1.209s, mfu=44.97%, tokens_per_sec=406,487
iter_num=426: train_lossf=5.2055, dt=1.194s, mfu=44.98%, tokens_per_sec=411,726
iter_num=427: train_lossf=5.2242, dt=1.188s, mfu=45.01%, tokens_per_sec=413,591
iter_num=428: train_lossf=5.0715, dt=1.318s, mfu=44.59%, tokens_per_sec=372,924
iter_num=429: train_lossf=5.1198, dt=1.195s, mfu=44.64%, tokens_per_sec=411,301
iter_num=430: train_lossf=5.2828, dt=1.189s, mfu=44.70%, tokens_per_sec=413,510
iter_num=431: train_lossf=5.2493, dt=1.188s, mfu=44.76%, tokens_per_sec=413,689
iter_num=432: train_lossf=5.1466, dt=1.188s, mfu=44.81%, tokens_per_sec=413,767
iter_num=433: train_lossf=5.1173, dt=1.189s, mfu=44.86%, tokens_per_sec=413,351
iter_num=434: train_lossf=4.8130, dt=1.188s, mfu=44.90%, tokens_per_sec=413,830
iter_num=435: train_lossf=5.1953, dt=1.188s, mfu=44.94%, tokens_per_sec=413,602
iter_num=436: train_lossf=5.1655, dt=1.189s, mfu=44.97%, tokens_per_sec=413,540
iter_num=437: train_lossf=5.2278, dt=1.188s, mfu=45.01%, tokens_per_sec=413,894
iter_num=438: train_lossf=5.1462, dt=1.188s, mfu=45.03%, tokens_per_sec=413,667
iter_num=439: train_lossf=5.2985, dt=1.206s, mfu=44.99%, tokens_per_sec=407,540
iter_num=440: train_lossf=5.0967, dt=1.220s, mfu=44.90%, tokens_per_sec=402,961
iter_num=441: train_lossf=5.2580, dt=1.187s, mfu=44.94%, tokens_per_sec=413,917
iter_num=442: train_lossf=5.2627, dt=1.207s, mfu=44.91%, tokens_per_sec=407,384
iter_num=443: train_lossf=5.0115, dt=1.187s, mfu=44.95%, tokens_per_sec=414,242
iter_num=444: train_lossf=5.0134, dt=1.233s, mfu=44.82%, tokens_per_sec=398,647
iter_num=445: train_lossf=4.8284, dt=1.188s, mfu=44.87%, tokens_per_sec=413,881
iter_num=446: train_lossf=4.9925, dt=1.187s, mfu=44.92%, tokens_per_sec=414,171
iter_num=447: train_lossf=5.1023, dt=1.188s, mfu=44.96%, tokens_per_sec=413,870
iter_num=448: train_lossf=5.1462, dt=1.188s, mfu=44.99%, tokens_per_sec=413,782
iter_num=449: train_lossf=5.1393, dt=1.322s, mfu=44.56%, tokens_per_sec=371,851
iter_num=450: train_lossf=4.8662, dt=1.238s, mfu=44.45%, tokens_per_sec=397,139
iter_num=451: train_lossf=4.9929, dt=1.187s, mfu=44.54%, tokens_per_sec=414,018
iter_num=452: train_lossf=4.9879, dt=1.187s, mfu=44.62%, tokens_per_sec=414,142
iter_num=453: train_lossf=5.0745, dt=1.186s, mfu=44.69%, tokens_per_sec=414,347
iter_num=454: train_lossf=4.9362, dt=1.216s, mfu=44.65%, tokens_per_sec=404,092
iter_num=455: train_lossf=5.0353, dt=1.187s, mfu=44.72%, tokens_per_sec=414,154
iter_num=456: train_lossf=5.2102, dt=1.221s, mfu=44.65%, tokens_per_sec=402,495
iter_num=457: train_lossf=5.0806, dt=1.186s, mfu=44.72%, tokens_per_sec=414,340
iter_num=458: train_lossf=5.0382, dt=1.187s, mfu=44.78%, tokens_per_sec=414,073
iter_num=459: train_lossf=4.8850, dt=1.186s, mfu=44.84%, tokens_per_sec=414,325
iter_num=460: train_lossf=5.0370, dt=1.370s, mfu=44.28%, tokens_per_sec=358,678
iter_num=461: train_lossf=5.2592, dt=1.186s, mfu=44.39%, tokens_per_sec=414,398
iter_num=462: train_lossf=5.2923, dt=1.186s, mfu=44.49%, tokens_per_sec=414,441
iter_num=463: train_lossf=5.1510, dt=1.240s, mfu=44.38%, tokens_per_sec=396,520
iter_num=464: train_lossf=5.0703, dt=1.186s, mfu=44.48%, tokens_per_sec=414,352
iter_num=465: train_lossf=5.2035, dt=1.189s, mfu=44.55%, tokens_per_sec=413,219
iter_num=466: train_lossf=4.8994, dt=1.234s, mfu=44.46%, tokens_per_sec=398,399
iter_num=467: train_lossf=5.0520, dt=1.186s, mfu=44.55%, tokens_per_sec=414,570
iter_num=468: train_lossf=5.0009, dt=1.186s, mfu=44.63%, tokens_per_sec=414,430
iter_num=469: train_lossf=5.1574, dt=1.186s, mfu=44.71%, tokens_per_sec=414,542
iter_num=470: train_lossf=5.1888, dt=1.186s, mfu=44.77%, tokens_per_sec=414,437
iter_num=471: train_lossf=5.1131, dt=1.194s, mfu=44.80%, tokens_per_sec=411,553
iter_num=472: train_lossf=5.0763, dt=1.319s, mfu=44.40%, tokens_per_sec=372,545
iter_num=473: train_lossf=4.9015, dt=1.185s, mfu=44.50%, tokens_per_sec=414,636
